Model,Mean_AUC_ratio,pval_pROC,Omission_rate_at_5%,AICc,delta_AICc,W_AICc,num_parameters
M_3_F_lqt_Set_2,1.725656145,0,0.047619048,2685.707579,5.724089445,0.000240216,16
M_3_F_lqt_Set_3,1.729538555,0,0.045454545,2789.977172,109.9936819,5.50E-27,16
M_3_F_lqh_Set_1,1.737713651,0,0.047619048,2698.903778,18.92028814,3.30E-07,22
M_3_F_lqh_Set_2,1.720326874,0,0.047619048,2683.501915,3.518424729,0.000732402,12
M_3_F_lqh_Set_3,1.716281727,0,0.090909091,2800.995751,121.0122615,2.25E-29,19
M_3_F_lpt_Set_1,1.723125265,0,0.047619048,2727.068522,47.085032,2.56E-13,34
M_3_F_lpt_Set_2,1.723253265,0,0.095238095,2706.941289,26.95779913,6.03E-09,25
M_3_F_lpt_Set_3,1.712335769,0,0.045454545,2801.954955,121.9714651,1.41E-29,22
M_3_F_lph_Set_1,1.712640949,0,0.047619048,2746.015891,66.03240142,1.99E-17,35
M_3_F_lph_Set_2,1.695210011,0,0.095238095,2723.887199,43.90370917,1.28E-12,25
M_3_F_lph_Set_3,1.697319594,0,0.045454545,2802.187091,122.2036014,1.28E-29,22
M_3_F_lth_Set_1,1.722575313,0,0.047619048,2696.895158,16.91166817,9.36E-07,23
M_3_F_lth_Set_2,1.715570072,0,0.047619048,2694.083052,14.09956207,3.84E-06,21
M_3_F_lth_Set_3,1.722704662,0,0.090909091,2790.412132,110.4286425,4.66E-27,17
M_3_F_qpt_Set_1,1.738036088,0,0.047619048,2706.80127,26.81778059,6.70E-09,29
M_3_F_qpt_Set_2,1.730770188,0,0.095238095,2680.83131,0.84781988,0.002925118,16
M_3_F_qpt_Set_3,1.713310602,0,0.045454545,2795.065196,115.081706,4.60E-28,22
M_3_F_qph_Set_1,1.739120628,0,0.047619048,2701.028572,21.04508185,1.21E-07,26
M_3_F_qph_Set_2,1.723446281,0,0.095238095,2691.377464,11.39397384,1.52E-05,17
M_3_F_qph_Set_3,1.702986945,0,0.045454545,2794.40483,114.4213401,6.48E-28,21
M_3_F_qth_Set_1,1.729480006,0,0.047619048,2688.867932,8.884441758,5.38E-05,22
M_3_F_qth_Set_2,1.719371497,0,0.095238095,2681.17296,1.189470446,0.002527149,15
M_3_F_qth_Set_3,1.653362953,0,0.090909091,2794.433829,114.4503395,6.46E-28,18
M_3_F_pth_Set_1,1.728238216,0,0.047619048,2733.613593,53.63010277,1.05E-14,36
M_3_F_pth_Set_2,1.723868466,0,0.047619048,2700.015662,20.03217224,2.07E-07,23
M_3_F_pth_Set_3,1.69883309,0,0.045454545,2798.132405,118.1489148,1.03E-28,22
M_3_F_lqpt_Set_1,1.731202012,0,0.047619048,2700.571755,20.58826531,1.59E-07,27
M_3_F_lqpt_Set_2,1.727967652,0,0.095238095,2686.570341,6.586851191,0.000174836,18
M_3_F_lqpt_Set_3,1.709801747,0,0.045454545,2800.852175,120.8686847,2.68E-29,24
M_3_F_lqph_Set_1,1.738412185,0,0.047619048,2701.865341,21.88185109,8.42E-08,26
M_3_F_lqph_Set_2,1.724667692,0,0.095238095,2685.210469,5.226979036,0.000349906,15
M_3_F_lqph_Set_3,1.696049113,0,0.045454545,2796.716749,116.7332593,2.15E-28,22
M_3_F_lqth_Set_1,1.731996198,0,0.047619048,2695.658572,15.67508226,1.90E-06,23
M_3_F_lqth_Set_2,1.727283689,0,0.047619048,2693.023293,13.03980318,7.14E-06,19
M_3_F_lqth_Set_3,1.725024198,0,0.090909091,2787.016753,107.0332628,2.79E-26,16
M_3_F_lpth_Set_1,1.728057087,0,0.047619048,2723.99533,44.01183999,1.36E-12,33
M_3_F_lpth_Set_2,1.718818194,0,0.047619048,2712.257852,32.27436179,4.82E-10,27
M_3_F_lpth_Set_3,1.700287382,0,0.045454545,2803.230718,123.2472284,8.53E-30,24
M_3_F_qpth_Set_1,1.740597109,0,0.047619048,2707.054551,27.07106092,6.57E-09,29
M_3_F_qpth_Set_2,1.731754606,0,0.095238095,2680.824334,0.840843821,0.003266182,16
M_3_F_qpth_Set_3,1.702923842,0,0.045454545,2802.077042,122.0935527,1.54E-29,25
M_3_F_lqpth_Set_1,1.733371225,0,0.047619048,2700.735962,20.75247206,1.57E-07,27
M_3_F_lqpth_Set_2,1.733307028,0,0.095238095,2686.733558,6.750068089,0.000172712,18
M_3_F_lqpth_Set_3,1.696413919,0,0.045454545,2804.395574,124.4120844,4.89E-30,26
M_4_F_l_Set_1,1.734724139,0,0.047619048,2724.896853,44.91336275,9.01E-13,14
M_4_F_l_Set_2,1.65623171,0,0.142857143,2748.944408,68.96091793,5.43E-18,10
M_4_F_l_Set_3,1.731330684,0,0.045454545,2795.959952,115.976462,3.37E-28,10
M_4_F_q_Set_1,1.699911229,0,0.047619048,2687.443093,7.45960279,0.00012425,12
M_4_F_q_Set_2,1.681962378,0,0.095238095,2693.488201,13.50471121,6.08E-06,11
M_4_F_q_Set_3,1.655861182,0,0.045454545,2804.243474,124.2599845,5.44E-30,10
M_4_F_p_Set_1,1.714214096,0,0.047619048,2718.556292,38.57280228,2.21E-11,24
M_4_F_p_Set_2,1.649153145,0,0.095238095,2716.102902,36.11941184,7.59E-11,15
M_4_F_p_Set_3,1.703619476,0,0.045454545,2799.725222,119.7417326,5.30E-29,17
M_4_F_t_Set_1,1.703819092,0,0.047619048,2706.259795,26.27630529,1.05E-08,18
M_4_F_t_Set_2,1.730165388,0,0.047619048,2691.631597,11.64810726,1.59E-05,10
M_4_F_t_Set_3,1.605835873,0,0.136363636,2813.693466,133.7099762,4.99E-32,14
M_4_F_h_Set_1,1.694674816,0,0.095238095,2705.78324,25.79975002,1.36E-08,17
M_4_F_h_Set_2,1.666824986,0,0.095238095,2718.072551,38.08906118,2.93E-11,15
M_4_F_h_Set_3,1.652453663,0,0.045454545,2820.009473,140.0259833,2.15E-33,19
M_4_F_lq_Set_1,1.728790611,0,0.047619048,2686.538652,6.555162533,0.000208185,15
M_4_F_lq_Set_2,1.711318145,0,0.095238095,2687.482174,7.498684651,0.000130591,11
M_4_F_lq_Set_3,1.726013126,0,0.045454545,2794.475552,114.4920621,7.67E-28,12
M_4_F_lp_Set_1,1.701259943,0,0.047619048,2722.258629,42.27513942,3.71E-12,25
M_4_F_lp_Set_2,1.64354701,0,0.095238095,2714.457997,34.47450714,1.84E-10,15
M_4_F_lp_Set_3,1.70903201,0,0.045454545,2799.203925,119.2204355,7.34E-29,17
M_4_F_lt_Set_1,1.711401717,0,0.047619048,2692.94103,12.95753976,8.77E-06,17
M_4_F_lt_Set_2,1.690353963,0,0.095238095,2691.839765,11.85627484,1.53E-05,14
M_4_F_lt_Set_3,1.72920662,0,0.045454545,2795.679554,115.6960645,4.35E-28,13
M_4_F_lh_Set_1,1.6963614,0,0.047619048,2715.224004,35.24051425,1.29E-10,21
M_4_F_lh_Set_2,1.665606652,0,0.047619048,2717.576504,37.59301427,4.01E-11,19
M_4_F_lh_Set_3,1.724929467,0,0.045454545,2792.639366,112.6558759,2.02E-27,13
M_4_F_qp_Set_1,1.732816353,0,0.047619048,2693.255321,13.27183134,7.76E-06,21
M_4_F_qp_Set_2,1.714984298,0,0.095238095,2681.353161,1.369671045,0.002988311,11
M_4_F_qp_Set_3,1.705444201,0,0.045454545,2791.290405,111.3069151,4.03E-27,17
M_4_F_qt_Set_1,1.70766834,0,0.047619048,2684.434746,4.45125598,0.00064739,14
M_4_F_qt_Set_2,1.705292311,0,0.095238095,2687.495372,7.51188253,0.000140964,14
M_4_F_qt_Set_3,1.655353028,0,0.045454545,2800.815594,120.832104,3.50E-29,14
M_4_F_qh_Set_1,1.708740156,0,0.047619048,2685.744779,5.761288775,0.000342268,15
M_4_F_qh_Set_2,1.708861636,0,0.095238095,2694.89184,14.90835033,3.55E-06,14
M_4_F_qh_Set_3,1.652691136,0,0.090909091,2805.092185,125.1086952,4.20E-30,17
M_4_F_pt_Set_1,1.716105788,0,0.047619048,2712.562682,32.57919262,5.24E-10,26
M_4_F_pt_Set_2,1.710187581,0,0.047619048,2703.779405,23.79591536,4.26E-08,19
M_4_F_pt_Set_3,1.715642801,0,0.045454545,2801.993285,122.0097952,2.02E-29,19
M_4_F_ph_Set_1,1.707925601,0,0.047619048,2726.737117,46.75362679,4.46E-13,27
M_4_F_ph_Set_2,1.677062949,0,0.095238095,2727.098085,47.11459521,3.75E-13,22
M_4_F_ph_Set_3,1.700868236,0,0.045454545,2799.146386,119.1628965,8.54E-29,18
M_4_F_th_Set_1,1.710857453,0,0.047619048,2689.902115,9.918624759,4.53E-05,17
M_4_F_th_Set_2,1.700251693,0,0.047619048,2684.943121,4.959630909,0.000543909,10
M_4_F_th_Set_3,1.649139007,0,0.045454545,2815.72796,135.7444705,2.18E-32,19
M_4_F_lqp_Set_1,1.733084171,0,0.047619048,2691.432217,11.44872702,2.15E-05,20
M_4_F_lqp_Set_2,1.715810825,0,0.095238095,2686.666287,6.682797474,0.000234303,13
M_4_F_lqp_Set_3,1.704714347,0,0.045454545,2788.069921,108.0864312,2.25E-26,16
M_4_F_lqt_Set_1,1.729474282,0,0.047619048,2691.155788,11.17229843,2.52E-05,18
M_4_F_lqt_Set_2,1.714826489,0,0.095238095,2688.78978,8.806289895,8.27E-05,15
M_4_F_lqt_Set_3,1.720824601,0,0.045454545,2793.745394,113.7619042,1.35E-27,14
M_4_F_lqh_Set_1,1.728027556,0,0.047619048,2691.338212,11.35472209,2.34E-05,17
M_4_F_lqh_Set_2,1.713455083,0,0.095238095,2686.849621,6.866130904,0.000222545,12
M_4_F_lqh_Set_3,1.723470714,0,0.045454545,2793.275504,113.2920146,1.74E-27,14
M_4_F_lpt_Set_1,1.719152186,0,0.047619048,2707.635595,27.6521048,6.92E-09,24
M_4_F_lpt_Set_2,1.696284763,0,0.047619048,2702.881879,22.89838928,7.50E-08,19
M_4_F_lpt_Set_3,1.715288245,0,0.045454545,2804.105762,124.1222723,7.90E-30,20
M_4_F_lph_Set_1,1.710172763,0,0.047619048,2727.866627,47.8831372,2.86E-13,27
M_4_F_lph_Set_2,1.671483368,0,0.095238095,2724.813109,44.82961953,1.32E-12,22
M_4_F_lph_Set_3,1.701384485,0,0.045454545,2804.596854,124.6133638,6.32E-30,20
M_4_F_lth_Set_1,1.703084146,0,0.047619048,2699.644982,19.66149173,3.92E-07,20
M_4_F_lth_Set_2,1.697083101,0,0.047619048,2706.334078,26.35058838,1.39E-08,21
M_4_F_lth_Set_3,1.72682967,0,0.045454545,2788.923836,108.9403463,1.63E-26,13
M_4_F_qpt_Set_1,1.735637007,0,0.047619048,2700.785873,20.80238295,2.27E-07,24
M_4_F_qpt_Set_2,1.719625831,0,0.095238095,2687.445027,7.46153702,0.000180112,16
M_4_F_qpt_Set_3,1.70873051,0,0.045454545,2794.450363,114.4668728,1.05E-27,19
M_4_F_qph_Set_1,1.730275488,0,0.047619048,2693.23893,13.2554401,1.01E-05,21
M_4_F_qph_Set_2,1.718597126,0,0.095238095,2682.976871,2.993381607,0.001717668,12
M_4_F_qph_Set_3,1.700736096,0,0.045454545,2795.881385,115.8978954,5.26E-28,19
M_4_F_qth_Set_1,1.708779316,0,0.047619048,2688.466691,8.483200918,0.000112075,18
M_4_F_qth_Set_2,1.712378693,0,0.095238095,2679.98349,0,0.007791322,11
M_4_F_qth_Set_3,1.663141443,0,0.090909091,2801.451284,121.467794,3.30E-29,17
M_4_F_pth_Set_1,1.71683189,0,0.047619048,2716.073246,36.08975648,1.15E-10,27
M_4_F_pth_Set_2,1.699543565,0,0.047619048,2703.378582,23.39509244,6.63E-08,19
M_4_F_pth_Set_3,1.693341836,0,0.045454545,2801.963747,121.9802576,2.62E-29,20
M_4_F_lqpt_Set_1,1.733515066,0,0.047619048,2692.050314,12.06682407,1.94E-05,21
M_4_F_lqpt_Set_2,1.722599414,0,0.095238095,2687.892123,7.908633179,0.000156671,16
M_4_F_lqpt_Set_3,1.703278928,0,0.045454545,2788.412904,108.4294147,2.35E-26,17
M_4_F_lqph_Set_1,1.7344871,0,0.047619048,2694.526411,14.54292136,5.77E-06,21
M_4_F_lqph_Set_2,1.715376278,0,0.095238095,2690.421639,10.43814925,4.53E-05,15
M_4_F_lqph_Set_3,1.695830852,0,0.045454545,2786.828517,106.8450274,5.32E-26,16
M_4_F_lqth_Set_1,1.728970484,0,0.047619048,2693.428249,13.44475886,1.03E-05,19
M_4_F_lqth_Set_2,1.715172301,0,0.095238095,2688.604179,8.62068879,0.000115378,15
M_4_F_lqth_Set_3,1.732488908,0,0.045454545,2791.746766,111.7632761,4.66E-27,15
M_4_F_lpth_Set_1,1.717362895,0,0.047619048,2710.645435,30.66194483,1.92E-09,25
M_4_F_lpth_Set_2,1.700753827,0,0.047619048,2705.645484,25.66199387,2.36E-08,20
M_4_F_lpth_Set_3,1.700739664,0,0.045454545,2807.678053,127.6945635,1.66E-30,22
M_4_F_qpth_Set_1,1.737178684,0,0.047619048,2697.959639,17.97614957,1.12E-06,23
M_4_F_qpth_Set_2,1.721139108,0,0.095238095,2687.410866,7.427375899,0.000220871,16
M_4_F_qpth_Set_3,1.69806865,0,0.045454545,2796.475537,116.4920472,4.62E-28,20
M_4_F_lqpth_Set_1,1.730233779,0,0.047619048,2692.164305,12.18081566,2.09E-05,21
M_4_F_lqpth_Set_2,1.722549586,0,0.095238095,2688.095728,8.112237815,0.000161178,16
M_4_F_lqpth_Set_3,1.702996757,0,0.045454545,2793.191561,113.208071,2.46E-27,19
M_5_F_l_Set_1,1.735057344,0,0.047619048,2720.577154,40.5936644,1.45E-11,11
M_5_F_l_Set_2,1.660170298,0,0.095238095,2748.515385,68.53189525,1.26E-17,9
M_5_F_l_Set_3,1.729328593,0,0.045454545,2797.508503,117.5250135,2.92E-28,10
M_5_F_q_Set_1,1.699482116,0,0.047619048,2688.680498,8.697008557,0.000126174,11
M_5_F_q_Set_2,1.683428375,0,0.095238095,2695.891591,15.90810153,3.46E-06,10
M_5_F_q_Set_3,1.655609995,0,0.045454545,2805.783583,125.8000934,4.80E-30,9
M_5_F_p_Set_1,1.696298431,0,0.047619048,2721.870047,41.88655718,8.07E-12,23
M_5_F_p_Set_2,1.635816365,0,0.095238095,2722.048254,42.06476468,7.46E-12,14
M_5_F_p_Set_3,1.703265138,0,0.045454545,2802.551542,122.5680526,2.49E-29,16
M_5_F_t_Set_1,1.688517983,0,0.047619048,2713.789083,33.80559322,4.73E-10,15
M_5_F_t_Set_2,1.70268137,0,0.095238095,2698.804261,18.82077166,8.58E-07,8
M_5_F_t_Set_3,1.595687769,0,0.136363636,2824.490927,144.507437,4.42E-34,11
M_5_F_h_Set_1,1.670710473,0,0.095238095,2714.955857,34.97236705,2.72E-10,17
M_5_F_h_Set_2,1.645130809,0,0.095238095,2720.976787,40.99329689,1.36E-11,13
M_5_F_h_Set_3,1.709961905,0,0.045454545,2810.57162,130.5881297,4.81E-31,11
M_5_F_lq_Set_1,1.730142104,0,0.047619048,2687.25623,7.272739869,0.00029122,14
M_5_F_lq_Set_2,1.709047125,0,0.095238095,2690.045811,10.06232125,7.30E-05,11
M_5_F_lq_Set_3,1.728544852,0,0.045454545,2795.122768,115.1392782,1.12E-27,11
M_5_F_lp_Set_1,1.69951939,0,0.047619048,2712.601858,32.61836846,9.44E-10,20
M_5_F_lp_Set_2,1.636454329,0,0.095238095,2721.438271,41.45478157,1.15E-11,15
M_5_F_lp_Set_3,1.708485911,0,0.045454545,2804.64652,124.6630303,9.95E-30,17
M_5_F_lt_Set_1,1.696472839,0,0.095238095,2696.708817,16.72532706,2.76E-06,15
M_5_F_lt_Set_2,1.66630498,0,0.095238095,2695.029258,15.0457682,6.48E-06,12
M_5_F_lt_Set_3,1.729349292,0,0.045454545,2797.48128,117.4977904,3.71E-28,11
M_5_F_lh_Set_1,1.752988555,0,0.047619048,2707.852376,27.86888573,1.09E-08,15
M_5_F_lh_Set_2,1.648778184,0,0.095238095,2717.226544,37.24305405,1.02E-10,16
M_5_F_lh_Set_3,1.730829049,0,0.045454545,2801.587284,121.6037942,4.94E-29,14
M_5_F_qp_Set_1,1.732435066,0,0.047619048,2711.640091,31.65660137,1.70E-09,25
M_5_F_qp_Set_2,1.711720183,0,0.095238095,2687.711418,7.727928193,0.000270762,12
M_5_F_qp_Set_3,1.702424823,0,0.045454545,2797.443413,117.4599233,4.08E-28,17
M_5_F_qt_Set_1,1.699228377,0,0.047619048,2690.493313,10.50982356,6.92E-05,14
M_5_F_qt_Set_2,1.695378965,0,0.095238095,2687.659061,7.675570756,0.000289031,12
M_5_F_qt_Set_3,1.660123158,0,0.045454545,2808.304012,128.320522,1.86E-30,13
M_5_F_qh_Set_1,1.705392124,0,0.047619048,2694.791002,14.80751269,8.40E-06,15
M_5_F_qh_Set_2,1.70623547,0,0.095238095,2693.97774,13.99425062,1.28E-05,12
M_5_F_qh_Set_3,1.651435253,0,0.090909091,2814.411124,134.4276339,9.14E-32,17
M_5_F_pt_Set_1,1.70217116,0,0.047619048,2713.834574,33.85108383,6.41E-10,23
M_5_F_pt_Set_2,1.676758264,0,0.095238095,2702.100704,22.11721371,2.30E-07,15
M_5_F_pt_Set_3,1.701807198,0,0.045454545,2799.394331,119.4108413,1.74E-28,15
M_5_F_ph_Set_1,1.693534122,0,0.047619048,2721.727715,41.74422485,1.30E-11,23
M_5_F_ph_Set_2,1.644229044,0,0.095238095,2738.267907,58.28441723,3.37E-15,22
M_5_F_ph_Set_3,1.706071496,0,0.045454545,2804.400351,124.4168613,1.49E-29,17
M_5_F_th_Set_1,1.681449743,0,0.047619048,2691.762796,11.77930616,4.36E-05,13
M_5_F_th_Set_2,1.688933677,0,0.047619048,2690.363061,10.37957112,8.91E-05,9
M_5_F_th_Set_3,1.63932241,0,0.045454545,2811.420036,131.4365466,4.67E-31,12
M_5_F_lqp_Set_1,1.729150114,0,0.047619048,2697.53385,17.55036027,2.55E-06,20
M_5_F_lqp_Set_2,1.706606383,0,0.095238095,2690.858713,10.87522363,7.31E-05,13
M_5_F_lqp_Set_3,1.702732714,0,0.045454545,2796.970698,116.9872085,6.75E-28,17
M_5_F_lqt_Set_1,1.725032096,0,0.047619048,2691.382358,11.39886863,5.82E-05,16
M_5_F_lqt_Set_2,1.706264768,0,0.095238095,2685.569855,5.586364827,0.001081579,12
M_5_F_lqt_Set_3,1.728439718,0,0.045454545,2793.336156,113.3526663,4.37E-27,11
M_5_F_lqh_Set_1,1.726314612,0,0.047619048,2690.005314,10.02182446,0.000122033,15
M_5_F_lqh_Set_2,1.712329843,0,0.095238095,2690.300153,10.31666358,0.000107259,12
M_5_F_lqh_Set_3,1.730818868,0,0.045454545,2795.681609,115.6981188,1.43E-27,13
M_5_F_lpt_Set_1,1.701698707,0,0.047619048,2707.696535,27.71304529,1.86E-08,21
M_5_F_lpt_Set_2,1.675218124,0,0.095238095,2706.446926,26.46343641,3.54E-08,17
M_5_F_lpt_Set_3,1.702105954,0,0.045454545,2806.55115,126.5676603,6.61E-30,18
M_5_F_lph_Set_1,1.688074233,0,0.047619048,2712.748263,32.76477296,1.58E-09,20
M_5_F_lph_Set_2,1.643021056,0,0.095238095,2732.374758,52.39126832,8.82E-14,21
M_5_F_lph_Set_3,1.698389393,0,0.045454545,2806.604054,126.6205638,6.86E-30,18
M_5_F_lth_Set_1,1.690881319,0,0.047619048,2698.381148,18.39765831,2.22E-06,16
M_5_F_lth_Set_2,1.676229572,0,0.095238095,2703.98279,23.99930059,1.38E-07,16
M_5_F_lth_Set_3,1.730209221,0,0.045454545,2799.612884,119.6293944,2.42E-28,14
M_5_F_qpt_Set_1,1.72900664,0,0.047619048,2721.329936,41.34644644,2.47E-11,28
M_5_F_qpt_Set_2,1.71280679,0,0.095238095,2687.771612,7.788122008,0.000489002,14
M_5_F_qpt_Set_3,1.7038778,0,0.045454545,2800.003377,120.0198868,2.13E-28,18
M_5_F_qph_Set_1,1.734853509,0,0.047619048,2708.584007,28.60051698,1.55E-08,24
M_5_F_qph_Set_2,1.705662543,0,0.095238095,2687.636642,7.653151821,0.000563439,12
M_5_F_qph_Set_3,1.699192771,0,0.045454545,2797.561523,117.5780334,7.80E-28,17
M_5_F_qth_Set_1,1.702996257,0,0.047619048,2690.666349,10.68285934,0.000130607,15
M_5_F_qth_Set_2,1.709520055,0,0.095238095,2687.433583,7.450092723,0.000675564,12
M_5_F_qth_Set_3,1.655628009,0,0.090909091,2803.505473,123.5219828,4.34E-29,14
M_5_F_pth_Set_1,1.704765562,0,0.047619048,2713.151518,33.16802869,1.86E-09,23
M_5_F_pth_Set_2,1.676908924,0,0.095238095,2704.800646,24.81715596,1.25E-07,16
M_5_F_pth_Set_3,1.697378149,0,0.045454545,2806.750008,126.7665186,9.38E-30,18
M_5_F_lqpt_Set_1,1.727782057,0,0.047619048,2697.486649,17.50315938,5.15E-06,20
M_5_F_lqpt_Set_2,1.714240426,0,0.095238095,2690.854058,10.87056866,0.00014682,15
M_5_F_lqpt_Set_3,1.708478121,0,0.045454545,2799.34431,119.3608201,4.20E-28,18
M_5_F_lqph_Set_1,1.729970833,0,0.047619048,2697.457129,17.47363925,5.80E-06,20
M_5_F_lqph_Set_2,1.710517304,0,0.095238095,2692.72438,12.7408904,6.41E-05,14
M_5_F_lqph_Set_3,1.695487915,0,0.045454545,2802.74236,122.7588706,8.58E-29,19
M_5_F_lqth_Set_1,1.725780758,0,0.047619048,2691.531117,11.54762727,0.000125819,16
M_5_F_lqth_Set_2,1.710034064,0,0.095238095,2687.973787,7.990296924,0.000775931,13
M_5_F_lqth_Set_3,1.73057844,0,0.045454545,2798.874412,118.8909219,6.71E-28,15
M_5_F_lpth_Set_1,1.702155967,0,0.047619048,2704.809221,24.82573107,1.87E-07,20
M_5_F_lpth_Set_2,1.672921111,0,0.095238095,2706.428367,26.44487676,8.73E-08,17
M_5_F_lpth_Set_3,1.696004276,0,0.045454545,2809.18795,129.2044601,4.45E-30,19
M_5_F_qpth_Set_1,1.730609939,0,0.047619048,2711.514297,31.53080753,7.60E-09,25
M_5_F_qpth_Set_2,1.712723054,0,0.095238095,2687.818287,7.834797257,0.001121387,14
M_5_F_qpth_Set_3,1.702076167,0,0.045454545,2797.456331,117.4728416,1.85E-27,17
M_5_F_lqpth_Set_1,1.732155199,0,0.047619048,2700.186229,20.20273921,2.61E-06,21
M_5_F_lqpth_Set_2,1.712135216,0,0.095238095,2688.307203,8.323713397,0.001055815,14
M_5_F_lqpth_Set_3,1.697517019,0,0.045454545,2799.454801,119.4713115,8.29E-28,18
