Model,Mean_AUC_ratio,pval_pROC,Omission_rate_at_5%,AICc,delta_AICc,W_AICc,num_parameters
M_0.6_F_lqt_Set_1,1.827257909,0,0.571428571,NA,NA,NA,146
M_0.6_F_lqt_Set_2,1.798303059,0,0.238095238,3473.227391,793.2439013,7.21E-176,102
M_0.6_F_lqt_Set_3,1.756587056,0,0.318181818,3342.370751,662.3872613,1.88E-147,95
M_0.6_F_lqh_Set_1,1.780883993,0,0.047619048,3232.19927,552.2157803,1.58E-123,92
M_0.6_F_lqh_Set_2,1.732411712,0,0.142857143,2806.338367,126.3548772,4.71E-31,55
M_0.6_F_lqh_Set_3,1.747482151,0,0.136363636,2966.597977,286.6144867,7.47E-66,64
M_0.6_F_lpt_Set_1,1.826421631,0,0.571428571,NA,NA,NA,143
M_0.6_F_lpt_Set_2,1.792793851,0,0.285714286,3823.497389,1143.5139,6.32E-252,108
M_0.6_F_lpt_Set_3,1.775818481,0,0.318181818,3640.976598,960.9931086,2.72E-212,103
M_0.6_F_lph_Set_1,1.785378489,0,0.047619048,3911.64081,1231.65732,4.59E-271,108
M_0.6_F_lph_Set_2,1.753491184,0,0.142857143,2974.417142,294.4336518,1.51E-67,76
M_0.6_F_lph_Set_3,1.794262633,0,0.136363636,3026.603581,346.6200909,7.02E-79,72
M_0.6_F_lth_Set_1,1.825092759,0,0.571428571,NA,NA,NA,149
M_0.6_F_lth_Set_2,1.778310871,0,0.285714286,3516.888565,836.9050756,2.41E-185,103
M_0.6_F_lth_Set_3,1.779818379,0,0.318181818,3509.33365,829.3501603,1.06E-183,100
M_0.6_F_qpt_Set_1,1.824570344,0,0.571428571,NA,NA,NA,148
M_0.6_F_qpt_Set_2,1.77656233,0,0.285714286,3625.491006,945.5075165,6.33E-209,105
M_0.6_F_qpt_Set_3,1.788741086,0,0.318181818,3745.690602,1065.707112,5.02E-235,105
M_0.6_F_qph_Set_1,1.785533343,0,0.047619048,3276.40778,596.4242903,4.02E-133,94
M_0.6_F_qph_Set_2,1.741649125,0,0.19047619,2845.25505,165.2715604,1.69E-39,62
M_0.6_F_qph_Set_3,1.750382336,0,0.136363636,2944.32382,264.3403304,5.21E-61,63
M_0.6_F_qth_Set_1,1.827042528,0,0.571428571,NA,NA,NA,147
M_0.6_F_qth_Set_2,1.793554777,0,0.285714286,3625.360528,945.3770386,6.80E-209,105
M_0.6_F_qth_Set_3,1.777062873,0,0.318181818,3550.614565,870.6310753,1.16E-192,101
M_0.6_F_pth_Set_1,1.810989777,0,0.571428571,NA,NA,NA,153
M_0.6_F_pth_Set_2,1.785706903,0,0.285714286,3623.621355,943.6378652,1.63E-208,105
M_0.6_F_pth_Set_3,1.784106547,0,0.318181818,3506.46732,826.4838299,4.48E-183,100
M_0.6_F_lqpt_Set_1,1.831307391,0,0.571428571,NA,NA,NA,149
M_0.6_F_lqpt_Set_2,1.77950911,0,0.285714286,3517.086257,837.1027668,2.22E-185,103
M_0.6_F_lqpt_Set_3,1.765756709,0,0.318181818,3805.307991,1125.324501,5.76E-248,106
M_0.6_F_lqph_Set_1,1.78766673,0,0.047619048,3222.784858,542.801368,1.79E-121,92
M_0.6_F_lqph_Set_2,1.739117876,0,0.19047619,2869.747144,189.7636544,8.24E-45,65
M_0.6_F_lqph_Set_3,1.787259655,0,0.136363636,2978.814649,298.8311588,1.71E-68,67
M_0.6_F_lqth_Set_1,1.829171223,0,0.571428571,NA,NA,NA,149
M_0.6_F_lqth_Set_2,1.815395554,0,0.238095238,3625.45981,945.4763199,6.55E-209,105
M_0.6_F_lqth_Set_3,1.776532563,0,0.318181818,3470.856664,790.8731741,2.44E-175,99
M_0.6_F_lpth_Set_1,1.81074713,0,0.571428571,NA,NA,NA,153
M_0.6_F_lpth_Set_2,1.78310265,0,0.333333333,3900.31479,1220.3313,1.36E-268,109
M_0.6_F_lpth_Set_3,1.77868258,0,0.318181818,3397.478701,717.4952114,2.10E-159,97
M_0.6_F_qpth_Set_1,1.819250416,0,0.571428571,NA,NA,NA,152
M_0.6_F_qpth_Set_2,1.783120012,0,0.285714286,3748.551348,1068.567858,1.23E-235,107
M_0.6_F_qpth_Set_3,1.791863055,0,0.318181818,3545.860614,865.877124,1.27E-191,101
M_0.6_F_lqpth_Set_1,1.806461369,0,0.571428571,NA,NA,NA,153
M_0.6_F_lqpth_Set_2,1.783935309,0,0.285714286,3988.488865,1308.505375,9.74E-288,110
M_0.6_F_lqpth_Set_3,1.77506547,0,0.318181818,3641.290058,961.3065678,2.41E-212,103
M_0.7_F_l_Set_1,1.758354676,0,0.095238095,2724.971983,44.98849352,2.29E-13,20
M_0.7_F_l_Set_2,1.6767101,0,0.095238095,2746.00378,66.02028975,6.20E-18,12
M_0.7_F_l_Set_3,1.715114628,0,0.045454545,2791.949895,111.9664048,6.55E-28,10
M_0.7_F_q_Set_1,1.788740624,0,0.095238095,2693.910405,13.92691511,1.28E-06,19
M_0.7_F_q_Set_2,1.740330288,0,0.095238095,2680.693374,0.709884526,0.000946121,12
M_0.7_F_q_Set_3,1.728007154,0,0.090909091,2794.234087,114.2505967,2.10E-28,10
M_0.7_F_p_Set_1,1.785795133,0,0.095238095,2985.902612,305.919122,5.03E-70,71
M_0.7_F_p_Set_2,1.727654462,0,0.142857143,2735.592515,55.60902486,1.14E-15,34
M_0.7_F_p_Set_3,1.715191361,0,0.045454545,2821.319844,141.3363544,2.76E-34,33
M_0.7_F_t_Set_1,1.786448805,0,0.476190476,6984.763927,4304.780437,0,122
M_0.7_F_t_Set_2,1.774445654,0,0.238095238,3020.070109,340.0866194,1.93E-77,85
M_0.7_F_t_Set_3,1.762763611,0,0.318181818,3060.515392,380.5319017,3.18E-86,80
M_0.7_F_h_Set_1,1.782228922,0,0.047619048,3031.089886,351.1063962,7.82E-80,81
M_0.7_F_h_Set_2,1.754195688,0,0.047619048,3004.413751,324.4302608,4.86E-74,77
M_0.7_F_h_Set_3,1.737468131,0,0.090909091,2978.677392,298.6939026,1.89E-68,65
M_0.7_F_lq_Set_1,1.808072397,0,0.095238095,2699.818913,19.83542322,6.75E-08,26
M_0.7_F_lq_Set_2,1.764531598,0,0.095238095,2685.073435,5.089945287,0.000107615,16
M_0.7_F_lq_Set_3,1.721482037,0,0.090909091,2786.832449,106.8489596,8.63E-27,16
M_0.7_F_lp_Set_1,1.783139278,0,0.095238095,3049.116069,369.1325787,9.60E-84,76
M_0.7_F_lp_Set_2,1.731622954,0,0.095238095,2743.415453,63.43196308,2.32E-17,36
M_0.7_F_lp_Set_3,1.71054696,0,0.045454545,2828.819684,148.8361938,6.61E-36,37
M_0.7_F_lt_Set_1,1.810676279,0,0.333333333,5919.155974,3239.172485,0,120
M_0.7_F_lt_Set_2,1.786560708,0,0.19047619,2957.916464,277.9329739,6.14E-64,81
M_0.7_F_lt_Set_3,1.757063716,0,0.181818182,3076.330678,396.3471884,1.19E-89,81
M_0.7_F_lh_Set_1,1.770785367,0,0.047619048,3059.103898,379.1204083,6.56E-86,83
M_0.7_F_lh_Set_2,1.751064401,0,0.047619048,2841.868573,161.8850828,9.76E-39,60
M_0.7_F_lh_Set_3,1.766667284,0,0.090909091,2901.690479,221.7069892,1.00E-51,54
M_0.7_F_qp_Set_1,1.763829885,0,0.142857143,2911.452295,231.4688054,7.60E-54,68
M_0.7_F_qp_Set_2,1.762127543,0,0.142857143,2737.668411,57.68492156,4.15E-16,38
M_0.7_F_qp_Set_3,1.703206796,0,0.045454545,2806.517669,126.5341795,4.66E-31,32
M_0.7_F_qt_Set_1,1.798769594,0,0.333333333,4986.56812,2306.584631,0,117
M_0.7_F_qt_Set_2,1.772666101,0,0.19047619,2957.335192,277.3517025,8.32E-64,81
M_0.7_F_qt_Set_3,1.753521807,0,0.227272727,3175.183003,495.1995128,4.13E-111,87
M_0.7_F_qh_Set_1,1.785127213,0,0.047619048,2918.67308,238.6895904,2.07E-55,72
M_0.7_F_qh_Set_2,1.734071325,0,0.095238095,2778.120392,98.13690178,6.88E-25,49
M_0.7_F_qh_Set_3,1.757136472,0,0.090909091,2919.335183,239.3516931,1.49E-55,57
M_0.7_F_pt_Set_1,1.816572476,0,0.333333333,10571.66109,7891.677597,0,125
M_0.7_F_pt_Set_2,1.792494253,0,0.19047619,3053.457971,373.4744807,1.12E-84,87
M_0.7_F_pt_Set_3,1.766818942,0,0.227272727,3133.744405,453.7609157,4.14E-102,85
M_0.7_F_ph_Set_1,1.785986261,0,0.047619048,4293.003282,1613.019792,0,112
M_0.7_F_ph_Set_2,1.756235904,0,0.142857143,2934.941304,254.9578146,6.14E-59,72
M_0.7_F_ph_Set_3,1.72559974,0,0.136363636,2950.529622,270.5461323,2.53E-62,63
M_0.7_F_th_Set_1,1.792408967,0,0.333333333,7780.152923,5100.169433,0,123
M_0.7_F_th_Set_2,1.782924482,0,0.19047619,3116.88548,436.9019898,1.91E-98,90
M_0.7_F_th_Set_3,1.772115379,0,0.318181818,3281.060943,601.0774528,4.28E-134,92
M_0.7_F_lqp_Set_1,1.79520258,0,0.142857143,2861.407921,181.4244309,5.74E-43,63
M_0.7_F_lqp_Set_2,1.769276227,0,0.142857143,2734.81931,54.83582047,1.77E-15,37
M_0.7_F_lqp_Set_3,1.702694408,0,0.045454545,2846.489999,166.506509,9.99E-40,43
M_0.7_F_lqt_Set_1,1.800489009,0,0.333333333,5545.630903,2865.647413,0,119
M_0.7_F_lqt_Set_2,1.780568341,0,0.19047619,2989.066691,309.0832009,1.10E-70,83
M_0.7_F_lqt_Set_3,1.766786856,0,0.227272727,3034.198763,354.2152727,1.74E-80,78
M_0.7_F_lqh_Set_1,1.778834351,0,0.047619048,3001.017447,321.0339574,2.80E-73,79
M_0.7_F_lqh_Set_2,1.736671119,0,0.142857143,2823.668633,143.6851428,9.08E-35,57
M_0.7_F_lqh_Set_3,1.760968737,0,0.090909091,2878.803905,198.8204153,9.69E-47,50
M_0.7_F_lpt_Set_1,1.812765501,0,0.333333333,6980.292564,4300.309074,0,122
M_0.7_F_lpt_Set_2,1.800909378,0,0.19047619,3114.971868,434.9883778,5.06E-98,90
M_0.7_F_lpt_Set_3,1.759239164,0,0.272727273,3082.514255,402.530765,5.66E-91,82
M_0.7_F_lph_Set_1,1.776159603,0,0.047619048,3998.779617,1318.796128,6.16E-290,109
M_0.7_F_lph_Set_2,1.754130018,0,0.142857143,3031.370986,351.3874959,7.25E-80,80
M_0.7_F_lph_Set_3,1.72792345,0,0.136363636,2892.921125,212.9376356,8.41E-50,55
M_0.7_F_lth_Set_1,1.792380754,0,0.333333333,10573.08804,7893.104547,0,125
M_0.7_F_lth_Set_2,1.785816199,0,0.19047619,3002.0056,322.0221099,1.73E-73,84
M_0.7_F_lth_Set_3,1.78792298,0,0.227272727,3193.28881,513.3053201,5.04E-115,88
M_0.7_F_qpt_Set_1,1.781643388,0,0.333333333,5914.750728,3234.767238,0,120
M_0.7_F_qpt_Set_2,1.785840154,0,0.19047619,3018.300124,338.316634,5.04E-77,85
M_0.7_F_qpt_Set_3,1.777576307,0,0.181818182,3082.093391,402.1099009,7.08E-91,82
M_0.7_F_qph_Set_1,1.769748632,0,0.047619048,3305.051861,625.068371,2.73E-139,95
M_0.7_F_qph_Set_2,1.744875755,0,0.142857143,2917.739664,237.7561738,3.47E-55,70
M_0.7_F_qph_Set_3,1.732314465,0,0.136363636,2910.264615,230.2811249,1.46E-53,58
M_0.7_F_qth_Set_1,1.792202454,0,0.285714286,8897.560656,6217.577167,0,124
M_0.7_F_qth_Set_2,1.777299354,0,0.19047619,3037.550369,357.5668794,3.36E-81,86
M_0.7_F_qth_Set_3,1.760824605,0,0.318181818,3307.417637,627.4341476,8.43E-140,93
M_0.7_F_pth_Set_1,1.821583436,0,0.333333333,NA,NA,NA,131
M_0.7_F_pth_Set_2,1.793426243,0,0.238095238,3112.124206,432.1407164,2.16E-97,90
M_0.7_F_pth_Set_3,1.809740704,0,0.181818182,3188.956513,508.9730234,4.47E-114,88
M_0.7_F_lqpt_Set_1,1.809951623,0,0.333333333,18959.95527,16279.97178,0,127
M_0.7_F_lqpt_Set_2,1.786749069,0,0.19047619,2955.504801,275.5213108,2.21E-63,81
M_0.7_F_lqpt_Set_3,1.773511938,0,0.181818182,3080.655224,400.6717339,1.48E-90,82
M_0.7_F_lqph_Set_1,1.778720206,0,0.047619048,3334.883078,654.8995886,9.24E-146,96
M_0.7_F_lqph_Set_2,1.744084974,0,0.19047619,2917.541788,237.5582979,3.90E-55,70
M_0.7_F_lqph_Set_3,1.733743093,0,0.090909091,2875.769018,195.7855284,4.59E-46,52
M_0.7_F_lqth_Set_1,1.789614993,0,0.285714286,7778.354837,5098.371348,0,123
M_0.7_F_lqth_Set_2,1.780278752,0,0.19047619,2971.961977,291.9784873,5.96E-67,82
M_0.7_F_lqth_Set_3,1.792023847,0,0.227272727,3214.043568,534.0600785,1.62E-119,89
M_0.7_F_lpth_Set_1,1.821156877,0,0.333333333,NA,NA,NA,134
M_0.7_F_lpth_Set_2,1.794913412,0,0.19047619,3183.264993,503.2815031,7.81E-113,93
M_0.7_F_lpth_Set_3,1.800433492,0,0.181818182,3096.296522,416.3130321,6.00E-94,83
M_0.7_F_qpth_Set_1,1.812838373,0,0.238095238,NA,NA,NA,131
M_0.7_F_qpth_Set_2,1.786229711,0,0.19047619,3071.35597,391.3724799,1.57E-88,88
M_0.7_F_qpth_Set_3,1.800694554,0,0.181818182,3116.420055,436.4365648,2.57E-98,84
M_0.7_F_lqpth_Set_1,1.812336613,0,0.238095238,8894.454236,6214.470746,0,124
M_0.7_F_lqpth_Set_2,1.785530314,0,0.19047619,3269.673692,589.690202,1.36E-131,96
M_0.7_F_lqpth_Set_3,1.774105123,0,0.181818182,3100.017161,420.0336711,9.41E-95,83
M_0.8_F_l_Set_1,1.755021392,0,0.095238095,2725.364984,45.38149469,2.13E-13,20
M_0.8_F_l_Set_2,1.676441966,0,0.095238095,2746.159755,66.17626485,6.52E-18,12
M_0.8_F_l_Set_3,1.714229286,0,0.045454545,2792.039666,112.0561766,7.12E-28,10
M_0.8_F_q_Set_1,1.783203257,0,0.095238095,2694.417803,14.43431339,1.13E-06,19
M_0.8_F_q_Set_2,1.738585697,0,0.095238095,2681.178415,1.194925662,0.000844164,12
M_0.8_F_q_Set_3,1.681729131,0,0.090909091,2794.37731,114.3938205,2.22E-28,10
M_0.8_F_p_Set_1,1.790887151,0,0.047619048,2906.906051,226.9225608,8.16E-53,64
M_0.8_F_p_Set_2,1.729609186,0,0.095238095,2736.062654,56.07916445,1.02E-15,33
M_0.8_F_p_Set_3,1.710931478,0,0.045454545,2802.230368,122.2468778,4.40E-30,27
M_0.8_F_t_Set_1,1.790112504,0,0.428571429,3386.144642,706.1611522,7.05E-157,100
M_0.8_F_t_Set_2,1.757721384,0,0.19047619,2839.491858,159.5083682,3.57E-38,69
M_0.8_F_t_Set_3,1.744860016,0,0.227272727,2972.242486,292.2589961,5.34E-67,71
M_0.8_F_h_Set_1,1.782979467,0,0.047619048,2961.801114,281.8176238,9.89E-65,75
M_0.8_F_h_Set_2,1.756154954,0,0.047619048,2888.241513,208.258023,9.32E-49,65
M_0.8_F_h_Set_3,1.711603328,0,0.090909091,2917.100726,237.1172362,5.05E-55,56
M_0.8_F_lq_Set_1,1.805446989,0,0.095238095,2700.349446,20.36595659,5.90E-08,26
M_0.8_F_lq_Set_2,1.765013265,0,0.095238095,2683.536493,3.553003684,0.000264443,15
M_0.8_F_lq_Set_3,1.718481699,0,0.090909091,2790.997601,111.0141111,1.22E-27,17
M_0.8_F_lp_Set_1,1.791089868,0,0.047619048,3016.335118,336.3516278,1.44E-76,73
M_0.8_F_lp_Set_2,1.722784353,0,0.095238095,2732.372807,52.3893168,6.60E-15,32
M_0.8_F_lp_Set_3,1.710208098,0,0.045454545,2812.269733,132.2862428,2.96E-32,31
M_0.8_F_lt_Set_1,1.811543552,0,0.238095238,3386.254895,706.2714054,6.80E-157,100
M_0.8_F_lt_Set_2,1.769905954,0,0.142857143,2786.727677,106.7441869,1.04E-26,63
M_0.8_F_lt_Set_3,1.738834202,0,0.181818182,2955.427224,275.4437339,2.44E-63,69
M_0.8_F_lh_Set_1,1.772104036,0,0.047619048,3007.842408,327.8589183,1.01E-74,79
M_0.8_F_lh_Set_2,1.754371123,0,0.047619048,2884.912026,204.9285366,5.02E-48,65
M_0.8_F_lh_Set_3,1.783355158,0,0.090909091,2866.585774,186.6022841,4.79E-44,47
M_0.8_F_qp_Set_1,1.745863326,0,0.095238095,2869.869563,189.8860731,9.29E-45,62
M_0.8_F_qp_Set_2,1.741763067,0,0.142857143,2729.983133,49.9996429,2.21E-14,35
M_0.8_F_qp_Set_3,1.70358716,0,0.045454545,2800.944397,120.9609074,8.64E-30,30
M_0.8_F_qt_Set_1,1.777249521,0,0.238095238,3310.068504,630.0850139,2.41E-140,98
M_0.8_F_qt_Set_2,1.754886787,0,0.19047619,2805.194976,125.2114858,1.03E-30,65
M_0.8_F_qt_Set_3,1.732491216,0,0.181818182,3040.456841,360.4733511,8.49E-82,77
M_0.8_F_qh_Set_1,1.770893645,0,0.047619048,2924.141919,244.1584294,1.54E-56,72
M_0.8_F_qh_Set_2,1.735808996,0,0.095238095,2748.738761,68.7552709,1.89E-18,42
M_0.8_F_qh_Set_3,1.772214761,0,0.090909091,2886.250699,206.2672088,2.61E-48,51
M_0.8_F_pt_Set_1,1.788220134,0,0.19047619,3560.459771,880.4762812,1.03E-194,104
M_0.8_F_pt_Set_2,1.774050633,0,0.142857143,2831.352174,151.3686845,2.18E-36,69
M_0.8_F_pt_Set_3,1.748742271,0,0.181818182,2996.150132,316.1666424,3.58E-72,74
M_0.8_F_ph_Set_1,1.778692571,0,0.047619048,3309.676388,629.6928983,2.98E-140,95
M_0.8_F_ph_Set_2,1.754492237,0,0.095238095,2984.349294,304.3658045,1.31E-69,76
M_0.8_F_ph_Set_3,1.741920661,0,0.090909091,2923.083468,243.0999787,2.65E-56,59
M_0.8_F_th_Set_1,1.807309567,0,0.238095238,3564.416995,884.4335049,1.44E-195,104
M_0.8_F_th_Set_2,1.764722449,0,0.142857143,2979.078235,299.0947456,1.84E-68,81
M_0.8_F_th_Set_3,1.7475968,0,0.181818182,3190.151946,510.1684563,2.70E-114,87
M_0.8_F_lqp_Set_1,1.740563856,0,0.095238095,2917.008372,237.0248826,5.56E-55,68
M_0.8_F_lqp_Set_2,1.763562041,0,0.142857143,2733.37237,53.38888041,4.18E-15,36
M_0.8_F_lqp_Set_3,1.704514816,0,0.045454545,2813.838162,133.8546718,1.41E-32,34
M_0.8_F_lqt_Set_1,1.783296419,0,0.238095238,3686.974981,1006.991491,3.55E-222,106
M_0.8_F_lqt_Set_2,1.765367634,0,0.142857143,2788.2665,108.2830099,5.05E-27,63
M_0.8_F_lqt_Set_3,1.748916487,0,0.181818182,2993.646501,313.663011,1.28E-71,73
M_0.8_F_lqh_Set_1,1.775848916,0,0.047619048,2969.559956,289.5764657,2.18E-66,76
M_0.8_F_lqh_Set_2,1.737711273,0,0.047619048,2760.570594,80.58710452,5.24E-21,45
M_0.8_F_lqh_Set_3,1.772184422,0,0.090909091,2871.729909,191.7464192,3.82E-45,48
M_0.8_F_lpt_Set_1,1.788947822,0,0.19047619,4614.17904,1934.19555,0,115
M_0.8_F_lpt_Set_2,1.773690228,0,0.142857143,2842.43812,162.4546299,8.80E-39,70
M_0.8_F_lpt_Set_3,1.749795814,0,0.181818182,2994.956716,314.9732264,6.70E-72,74
M_0.8_F_lph_Set_1,1.764355771,0,0.047619048,3105.615726,425.6322365,6.28E-96,86
M_0.8_F_lph_Set_2,1.757786414,0,0.095238095,2961.334619,281.3511295,1.34E-64,74
M_0.8_F_lph_Set_3,1.73330063,0,0.090909091,2937.058324,257.0748345,2.52E-59,61
M_0.8_F_lth_Set_1,1.804491214,0,0.238095238,3420.799096,740.8156062,2.28E-164,101
M_0.8_F_lth_Set_2,1.765216915,0,0.142857143,2846.646806,166.6633159,1.08E-39,70
M_0.8_F_lth_Set_3,1.76935007,0,0.181818182,3048.337104,368.3536143,1.73E-83,78
M_0.8_F_qpt_Set_1,1.788340976,0,0.238095238,4803.302654,2123.319164,0,116
M_0.8_F_qpt_Set_2,1.769734184,0,0.142857143,2843.614362,163.6308724,4.96E-39,70
M_0.8_F_qpt_Set_3,1.756984279,0,0.181818182,2960.616597,280.6331074,1.95E-64,71
M_0.8_F_qph_Set_1,1.771883369,0,0.047619048,3343.349053,663.3655632,1.52E-147,96
M_0.8_F_qph_Set_2,1.747927217,0,0.142857143,2807.287101,127.3036115,3.86E-31,55
M_0.8_F_qph_Set_3,1.743933864,0,0.090909091,2906.274777,226.2912876,1.24E-52,57
M_0.8_F_qth_Set_1,1.79779588,0,0.238095238,3562.426494,882.4430039,4.09E-195,104
M_0.8_F_qth_Set_2,1.775977995,0,0.19047619,2830.621988,150.6384982,3.32E-36,68
M_0.8_F_qth_Set_3,1.768156028,0,0.181818182,3105.267224,425.2837339,7.65E-96,82
M_0.8_F_pth_Set_1,1.804493639,0,0.19047619,3893.505286,1213.521797,5.26E-267,109
M_0.8_F_pth_Set_2,1.769933276,0,0.142857143,2860.883065,180.8995757,8.96E-43,72
M_0.8_F_pth_Set_3,1.777664351,0,0.181818182,3042.485138,362.5016477,3.30E-82,78
M_0.8_F_lqpt_Set_1,1.784325319,0,0.238095238,3898.572049,1218.588559,4.19E-268,109
M_0.8_F_lqpt_Set_2,1.770166086,0,0.142857143,2843.682657,163.6991675,4.90E-39,70
M_0.8_F_lqpt_Set_3,1.750077996,0,0.227272727,2961.607003,281.6235137,1.21E-64,71
M_0.8_F_lqph_Set_1,1.773423701,0,0.047619048,3088.412581,408.4290913,3.54E-92,85
M_0.8_F_lqph_Set_2,1.744374348,0,0.19047619,2814.007865,134.0243751,1.37E-32,56
M_0.8_F_lqph_Set_3,1.738941451,0,0.090909091,2889.534024,209.5505338,5.45E-49,54
M_0.8_F_lqth_Set_1,1.796250335,0,0.238095238,3680.033235,1000.049746,1.21E-220,106
M_0.8_F_lqth_Set_2,1.776169979,0,0.19047619,2765.574337,85.59084683,4.52E-22,60
M_0.8_F_lqth_Set_3,1.766237217,0,0.181818182,3025.192403,345.2089136,1.91E-78,76
M_0.8_F_lpth_Set_1,1.796884495,0,0.238095238,4312.177037,1632.193547,0,113
M_0.8_F_lpth_Set_2,1.77042766,0,0.142857143,2956.723638,276.7401477,1.41E-63,80
M_0.8_F_lpth_Set_3,1.775351092,0,0.181818182,3014.988215,335.0047252,3.15E-76,76
M_0.8_F_qpth_Set_1,1.798819673,0,0.238095238,3676.824536,996.8410463,6.08E-220,106
M_0.8_F_qpth_Set_2,1.769309269,0,0.142857143,2842.204926,162.2214361,1.05E-38,70
M_0.8_F_qpth_Set_3,1.783125981,0,0.181818182,3019.323833,339.3403434,3.63E-77,76
M_0.8_F_lqpth_Set_1,1.795055169,0,0.238095238,6409.647535,3729.664045,0,121
M_0.8_F_lqpth_Set_2,1.768132514,0,0.19047619,2895.802575,215.8190848,2.42E-50,75
M_0.8_F_lqpth_Set_3,1.77917214,0,0.181818182,2911.080484,231.0969944,1.17E-53,65
M_0.9_F_l_Set_1,1.70343262,0,0.095238095,2725.730441,45.74695111,2.07E-13,20
M_0.9_F_l_Set_2,1.672668646,0,0.095238095,2746.306361,66.32287098,7.05E-18,12
M_0.9_F_l_Set_3,1.720119608,0,0.045454545,2792.13103,112.1475403,7.92E-28,10
M_0.9_F_q_Set_1,1.784343539,0,0.095238095,2694.989297,15.0058072,9.85E-07,19
M_0.9_F_q_Set_2,1.738101596,0,0.095238095,2681.755079,1.771589335,0.000737249,12
M_0.9_F_q_Set_3,1.687855931,0,0.090909091,2794.553749,114.5702589,2.37E-28,10
M_0.9_F_p_Set_1,1.787809135,0,0.047619048,2915.159234,235.1757437,1.53E-54,64
M_0.9_F_p_Set_2,1.728437477,0,0.095238095,2734.066261,54.08277084,3.24E-15,32
M_0.9_F_p_Set_3,1.710095843,0,0.045454545,2813.689082,133.7055927,1.67E-32,30
M_0.9_F_t_Set_1,1.792193279,0,0.285714286,2973.449589,293.4660994,3.40E-67,82
M_0.9_F_t_Set_2,1.765578656,0,0.142857143,2810.320859,130.3373692,9.01E-32,63
M_0.9_F_t_Set_3,1.718331017,0,0.181818182,2876.683018,196.6995283,3.51E-46,57
M_0.9_F_h_Set_1,1.777020824,0,0.047619048,2906.81454,226.8310504,1.01E-52,69
M_0.9_F_h_Set_2,1.717187349,0,0.047619048,2815.608474,135.6249846,6.44E-33,54
M_0.9_F_h_Set_3,1.711492347,0,0.090909091,2869.976728,189.9932379,1.01E-44,47
M_0.9_F_lq_Set_1,1.803910226,0,0.095238095,2699.556371,19.57288148,1.03E-07,25
M_0.9_F_lq_Set_2,1.734848784,0,0.095238095,2684.054331,4.070841696,0.00023859,15
M_0.9_F_lq_Set_3,1.722466684,0,0.090909091,2787.016976,107.0334865,1.05E-26,15
M_0.9_F_lp_Set_1,1.781229764,0,0.047619048,2925.510406,245.5269161,8.87E-57,64
M_0.9_F_lp_Set_2,1.732537436,0,0.095238095,2725.89059,45.90710064,1.97E-13,30
M_0.9_F_lp_Set_3,1.708776286,0,0.045454545,2815.256496,135.2730067,7.77E-33,32
M_0.9_F_lt_Set_1,1.786058481,0,0.142857143,2988.048965,308.0654747,2.34E-70,83
M_0.9_F_lt_Set_2,1.767227823,0,0.142857143,2742.854769,62.87127871,4.11E-17,54
M_0.9_F_lt_Set_3,1.748497026,0,0.136363636,2885.783471,205.799981,3.79E-48,58
M_0.9_F_lh_Set_1,1.767753227,0,0.047619048,2943.952101,263.9686113,8.87E-61,73
M_0.9_F_lh_Set_2,1.756046627,0,0.047619048,2775.525032,95.54154267,3.33E-24,47
M_0.9_F_lh_Set_3,1.742128426,0,0.090909091,2908.34569,228.3621999,4.80E-53,54
M_0.9_F_qp_Set_1,1.737544521,0,0.095238095,2854.016921,174.0334315,3.02E-41,59
M_0.9_F_qp_Set_2,1.745740778,0,0.142857143,2727.037908,47.05441823,1.13E-13,34
M_0.9_F_qp_Set_3,1.706754878,0,0.045454545,2802.339904,122.3564144,5.04E-30,30
M_0.9_F_qt_Set_1,1.767401507,0,0.19047619,2955.018997,275.0355073,3.55E-63,81
M_0.9_F_qt_Set_2,1.759063748,0,0.142857143,2771.89302,91.90953064,2.07E-23,58
M_0.9_F_qt_Set_3,1.740951376,0,0.181818182,2929.434363,249.4508735,1.28E-57,64
M_0.9_F_qh_Set_1,1.762686314,0,0.047619048,2849.623437,169.6399475,2.74E-40,63
M_0.9_F_qh_Set_2,1.735532853,0,0.095238095,2716.828403,36.84491321,1.89E-11,33
M_0.9_F_qh_Set_3,1.780552789,0,0.090909091,2883.808836,203.8253458,1.04E-47,50
M_0.9_F_pt_Set_1,1.79385208,0,0.19047619,3236.256075,556.2725849,3.05E-124,95
M_0.9_F_pt_Set_2,1.778411484,0,0.142857143,2769.996994,90.01350399,5.40E-23,59
M_0.9_F_pt_Set_3,1.752403252,0,0.136363636,2923.841799,243.8583096,2.12E-56,64
M_0.9_F_ph_Set_1,1.765634879,0,0.047619048,3212.764517,532.7810269,3.88E-119,91
M_0.9_F_ph_Set_2,1.75578747,0,0.095238095,2829.442799,149.4593091,6.71E-36,58
M_0.9_F_ph_Set_3,1.745880078,0,0.090909091,2921.572999,241.5895088,6.63E-56,58
M_0.9_F_th_Set_1,1.814014408,0,0.19047619,3494.244969,814.2614792,2.94E-180,102
M_0.9_F_th_Set_2,1.770411835,0,0.095238095,2849.181335,169.1978448,3.49E-40,68
M_0.9_F_th_Set_3,1.756908203,0,0.181818182,3075.326408,395.3429187,2.73E-89,79
M_0.9_F_lqp_Set_1,1.738631981,0,0.095238095,2826.207029,146.2235396,3.41E-35,58
